# Tetrahedron method
       -2.5311206940        0.0000000000
       -2.3582697007        0.0000000000
       -2.1854187073        0.0000000000
       -2.0125677140        0.0000000000
       -1.8397167207        0.0000000000
       -1.6668657273        0.0000000000
       -1.4940147340        0.0000000000
       -1.3211637407        0.0000000000
       -1.1483127473        0.0000000000
       -0.9754617540        0.0000000000
       -0.8026107607        0.0000000000
       -0.6297597673        0.0000000000
       -0.4569087740        0.0000000000
       -0.2840577807        0.0000000000
       -0.1112067874        0.0000000000
        0.0616442060        0.0000000000
        0.2344951993        0.0000000000
        0.4073461926        0.0064048178
        0.5801971860        0.0194407700
        0.7530481793        0.0375441893
        0.9258991726        0.0576616801
        1.0987501660        0.0813326065
        1.2716011593        0.1102434818
        1.4444521526        0.1951357069
        1.6173031460        0.2826214352
        1.7901541393        0.3782561981
        1.9630051326        0.4886855429
        2.1358561260        0.5563093627
        2.3087071193        0.5924411902
        2.4815581126        0.5697726560
        2.6544091060        0.6003083370
        2.8272600993        0.6274587696
        3.0001110926        0.6794502159
        3.1729620859        0.7200397756
        3.3458130793        0.7929812436
        3.5186640726        0.8912836522
        3.6915150659        1.0675908745
        3.8643660593        1.3209729438
        4.0372170526        1.4334724488
        4.2100680459        2.2091086640
        4.3829190393        2.4475978715
        4.5557700326        3.0647843474
        4.7286210259        3.1641906172
        4.9014720193        3.1128352721
        5.0743230126        3.7881561409
        5.2471740059        4.5164644503
        5.4200249993        5.7258427659
        5.5928759926        4.8004237179
        5.7657269859        4.7731229144
        5.9385779793        5.1808412161
        6.1114289726        4.3471313496
        6.2842799659        5.1853811443
        6.4571309592        7.0353437418
        6.6299819526        5.1376085161
        6.8028329459        5.7899439354
        6.9756839392        8.2978333970
        7.1485349326        6.1940570166
        7.3213859259        4.2928329287
        7.4942369192        5.0662070138
        7.6670879126        4.2776914491
        7.8399389059        5.3092199300
        8.0127898992        5.0902597628
        8.1856408926        5.2982957077
        8.3584918859        4.3868486502
        8.5313428792        4.8901412728
        8.7041938726        5.3848485213
        8.8770448659        5.2708646814
        9.0498958592        5.4158341112
        9.2227468526        5.6321470689
        9.3955978459        5.9553168701
        9.5684488392        6.6640063791
        9.7412998325        6.6053761391
        9.9141508259        5.3253225068
       10.0870018192        4.4716900419
       10.2598528125        4.3730256238
       10.4327038059        4.6188749590
       10.6055547992        6.4261094641
       10.7784057925        5.1934425258
       10.9512567859        6.2021727537
       11.1241077792        4.6818007724
       11.2969587725        5.9156715527
       11.4698097659        5.8851470013
       11.6426607592        5.5518911302
       11.8155117525        5.0084240773
       11.9883627459        7.0401258637
       12.1612137392        5.3755642892
       12.3340647325        6.9054422440
       12.5069157259        5.1518027699
       12.6797667192        5.6391331724
       12.8526177125        5.7548514049
       13.0254687058        3.9568042923
       13.1983196992        3.1700435275
       13.3711706925        3.5874789261
       13.5440216858        3.8880571139
       13.7168726792        4.1046100155
       13.8897236725        3.5260276859
       14.0625746658        4.9002541906
       14.2354256592        3.9968121206
       14.4082766525        4.2181663473
       14.5811276458        2.5774977387
       14.7539786392        4.6229181183
       14.9268296325        5.8002162854
       15.0996806258        7.5408522923
       15.2725316192        6.5946859716
       15.4453826125        4.8009258711
       15.6182336058        4.9653201382
       15.7910845992        4.1791691717
       15.9639355925        3.6105925847
       16.1367865858        3.7729585386
       16.3096375791        5.3382706128
       16.4824885725        3.9863703029
       16.6553395658        5.2313227415
       16.8281905591        4.3405307300
       17.0010415525        6.3841429824
       17.1738925458        4.5948099185
       17.3467435391        3.6904273764
       17.5195945325        5.0441300959
       17.6924455258        7.3734764257
       17.8652965191        5.3339552569
       18.0381475125        5.5329068786
       18.2109985058        4.0226254569
       18.3838494991        4.0391306231
       18.5567004925        3.2979723749
       18.7295514858        4.6551599333
       18.9024024791        5.0159282625
       19.0752534725        3.4675363153
       19.2481044658        4.3810649366
       19.4209554591        3.6013229756
       19.5938064524        3.7171855046
       19.7666574458        3.4856661688
       19.9395084391        3.6601236191
       20.1123594324        2.1657274366
       20.2852104258        2.4249214464
       20.4580614191        5.2705867726
       20.6309124124        2.7694799847
       20.8037634058        4.1215304533
       20.9766143991        3.3631705295
       21.1494653924        2.7898847934
       21.3223163858        2.9576679989
       21.4951673791        1.0779656554
       21.6680183724        1.2938874639
       21.8408693658        2.3769624146
       22.0137203591        2.3163358936
       22.1865713524        2.6774455803
       22.3594223458        2.9785130908
       22.5322733391        2.1022340036
       22.7051243324        1.7074627033
       22.8779753257        1.3569365886
       23.0508263191        1.4120290632
