     1	0.0028870416678548334
     2	0.0029173585920252844
     3	0.002920777673475771
     4	0.0028961737456436837
     5	0.0028436455421198587
     6	0.0027637469181910216
     7	0.0026578472760436745
     8	0.002527176259380434
     9	0.002373892295013078
    10	0.0022002773335576616
    11	0.002009063265922067
    12	0.0018030896746217553
    13	0.0015856317247724032
    14	0.0013599498152391514
    15	0.0011291333549836924
    16	0.0008965944369517442
    17	0.0006656759845499503
    18	0.00043934243601604354
    19	0.00022043892145595342
    20	1.163387852943376e-05
    21	-0.00018460368726878673
    22	-0.0003660691450640537
    23	-0.0005309942493854582
    24	-0.0006777904034207384
    25	-0.0008052502486921985
    26	-0.0009126335173661842
    27	-0.0009992953777275286
    28	-0.0010649555904288445
    29	-0.001109726775263439
    30	-0.0011338850739289943
    31	-0.0011382249823146087
    32	-0.0011238958671421146
    33	-0.0010926580971868044
    34	-0.0010449436289595724
    35	-0.0009828979640272271
    36	-0.00090888768567638
    37	-0.0008248626707782293
    38	-0.0007329224123984884
    39	-0.0006353930860601815
    40	-0.0005344165367302419
    41	-0.00043220582405743455
    42	-0.00033106313008190996
    43	-0.0002329619612030622
    44	-0.0001396552438170977
    45	-5.285022238785889e-05
    46	2.61839905532865e-05
    47	9.600872171266639e-05
    48	0.00015594282293860268
    49	0.00020507697328647477
    50	0.00024293717372118705
    51	0.00026958894769481745
    52	0.00028487710288667987
    53	0.00028913392363204965
    54	0.0002829213541482629
    55	0.00026706992715597915
    56	0.00024235511098552235
    57	0.0002099328237536937
    58	0.00017120280291085376
    59	0.0001275549723524312
    60	8.046435086671372e-05
    61	3.1434463370020465e-05
    62	-1.8003004898776585e-05
    63	-6.65064218694532e-05
    64	-0.00011275714185102965
    65	-0.00015588355903813599
    66	-0.00019502468872940404
    67	-0.00022958292484840067
    68	-0.000259567052616578
    69	-0.00028497034771022135
    70	-0.0003063122301321171
    71	-0.00032371637035093074
    72	-0.00033792080901054195
    73	-0.0003496036807692658
    74	-0.00035944017157374825
    75	-0.00036828039352031916
    76	-0.0003766464343092482
    77	-0.00038520505361288183
    78	-0.00039470615626244123
    79	-0.00040517606946429894
    80	-0.00041745945240316806
    81	-0.0004314507886228674
    82	-0.00044688838120542594
    83	-0.00046384789091334037
    84	-0.0004817447199385452
    85	-0.0005003950088336182
    86	-0.0005187256368116638
    87	-0.0005361693094666086
    88	-0.0005519193416954153
    89	-0.0005650799668197007
    90	-0.0005806106534520391
    91	-0.0005816891426297024
    92	-0.0005775997390446407
    93	-0.0005678650900999497
    94	-0.0005522368797813436
    95	-0.0005307833274523138
    96	-0.000503633123238822
    97	-0.00047087005076277703
    98	-0.00039088974442573894
    99	-0.0003449506601697817
   100	-0.00029597794467806174
   101	-0.0002448132061934114
   102	-0.00019227308924457632
   103	-0.00013941608119161572
   104	-8.700655650620759e-05
   105	-3.5840218538911206e-05
   106	1.3517100726291944e-05
   107	5.9933262509054774e-05
   108	0.00010269496952097526
   109	0.00014123650526519694
   110	0.00017475622652012436
   111	0.0002026586918630359
   112	0.0002244219457468929
   113	0.00023968761331180996
   114	0.0002481741923928526
   115	0.0002497755180596891
   116	0.00024460918791304744
   117	0.0002330781528280747
   118	0.0002155710859964143
   119	0.00019259148331712226
   120	0.0001650015000526484
   121	0.00013372544290095784
   122	9.988511588713003e-05
   123	6.412446945271551e-05
   124	2.7520268024542767e-05
   125	-9.036425368670937e-06
   126	-4.466712008930814e-05
   127	-7.842347323452816e-05
   128	-0.00010965445563784254
   129	-0.00013782658210704222
   130	-0.00016247148542613445
   131	-0.0001830496602304283
   132	-0.00019929999992859707
   133	-0.00021086298936444595
   134	-0.00021764771975494478
   135	-0.0002194108603650397
   136	-0.00021640887463096972
   137	-0.0002084700966760029
   138	-0.00019584950337261524
   139	-0.0001782548310747838
   140	-0.0001560066160872242
   141	-0.00012942596052429732
   142	-9.848238071304653e-05
   143	-6.372219300288413e-05
   144	-2.5688566237721644e-05
   145	1.5198142218300896e-05
   146	5.8300082475750534e-05
   147	0.00010294300533240277
   148	0.0001484133457781944
   149	0.00019390752627710056
   150	0.0002386216250037848
   151	0.00028177958201806353
   152	0.0003224693372972505
   153	0.000359882983966555
   154	0.0003930171761059268
   155	0.00042124780018794013
   156	0.0004439097526362011
   157	0.0004604605114751506
   158	0.0004703833809931768
   159	0.00047346677005157705
   160	0.0004695364920689969
   161	0.00045873352162350384
   162	0.0004412013424667222
   163	0.000417506524485364
   164	0.0003879797876951964
   165	0.00035345815806686387
   166	0.00031497194514518997
   167	0.00027357821165198306
   168	0.00023033598386734396
   169	0.000186636891748985
   170	0.00014359180344566817
   171	0.00010229621054843853
   172	6.360292186935042e-05
   173	2.8503927031370716e-05
   174	-2.220675418674063e-06
   175	-2.7862397605173122e-05
   176	-4.8060926998236254e-05
   177	-6.237802044310313e-05
   178	-7.059626568414485e-05
   179	-7.261490638593186e-05
   180	-6.857511771328302e-05
   181	-5.8807072053893445e-05
   182	-4.346054629474747e-05
   183	-2.2919209011684386e-05
   184	2.2374734984497173e-06
   185	3.159534412089962e-05
   186	6.420280376047107e-05
   187	9.931553500736485e-05
   188	0.00013593933349049134
   189	0.00017268891348477155
   190	0.000208511987231186
   191	0.0002423000993299377
   192	0.0002727179091618986
   193	0.00029851748403342417
   194	0.00031865677270390597
   195	0.0003321937641495288
   196	0.0003384566781262032
   197	0.00033660186570976533
   198	0.0003264347566033037
   199	0.00030759285484211434
   200	0.00028011271973851976
   201	0.00024419978886934643
   202	0.00020028200498753619
   203	0.00014905157907515727
   204	9.112754926052824e-05
   205	2.7542374863708273e-05
   206	-4.0733635598433414e-05
   207	-0.0001121665078878291
   208	-0.00018578862463657973
   209	-0.00026015263537754944
   210	-0.00033374755839426064
   211	-0.0004053449136060986
   212	-0.00047352620448628884
   213	-0.0005369561188250595
   214	-0.0005943823673723418
   215	-0.000645125115653816
   216	-0.0006881138841516949
   217	-0.0007228436328106791
   218	-0.0007487570982338866
   219	-0.0007655612651720381
   220	-0.0007730493573152802
   221	-0.000771350468503102
   222	-0.0007606839696789401
   223	-0.0007411779269449325
   224	-0.0007134900517460408
   225	-0.0006781144629267907
   226	-0.0006358697534720546
   227	-0.0005875199798765539
   228	-0.0005341024912693039
   229	-0.0004768182632935272
   230	-0.0004161273786283332
   231	-0.00035336833082658657
   232	-0.0002896936843991885
   233	-0.00022618266529581668
   234	-0.0001638692819756865
   235	-0.00010369961401110407
   236	-4.6622704653681774e-05
   237	6.550362652845311e-06
   238	5.493907288360527e-05
   239	9.786906093439422e-05
   240	0.00013487104243331208
   241	0.00016530091883545822
   242	0.0001890112091565132
   243	0.00020603955827861462
   244	0.0002163316294589174
   245	0.000219831466197648
